payment_id,user_id,amount,payment_date,plan_type,valid_until,churn_status,renewed
T59036895922,15125,12.99,07-11-2024,Premium,06-01-2025,active,TRUE
T89335596247,15125,12.99,10-01-2025,Premium,11-03-2025,active,TRUE
T53103964862,15125,12.99,15-03-2025,Premium,14-05-2025,active,TRUE
T59634820958,15126,12.99,07-11-2024,Premium,06-01-2025,active,TRUE
T72194730866,15126,12.99,08-01-2025,Premium,09-03-2025,active,TRUE
T87110726476,15126,12.99,13-03-2025,Premium,12-05-2025,active,TRUE
T70374129950,15127,7.99,07-11-2024,Standard,07-12-2024,active,TRUE
T98097073817,15127,7.99,10-12-2024,Standard,09-01-2025,active,TRUE
T77881627482,15127,7.99,11-01-2025,Standard,10-02-2025,active,TRUE
T95740067499,15127,7.99,13-02-2025,Standard,15-03-2025,active,TRUE
T92832151170,15128,7.99,07-11-2024,Standard,07-12-2024,churned,FALSE
T92031481346,15129,4.99,07-11-2024,Student Plan,07-12-2024,active,TRUE
T53537319235,15129,7.99,08-12-2024,Standard,07-01-2025,active,TRUE
T75949453896,15129,7.99,09-01-2025,Standard,08-02-2025,churned,FALSE
T62920975857,15130,12.99,07-11-2024,Premium,06-01-2025,active,TRUE
T81870350372,15130,12.99,10-01-2025,Premium,11-03-2025,churned,FALSE
T88112935932,15131,12.99,07-11-2024,Premium,06-01-2025,active,TRUE
T80675136804,15131,7.99,09-01-2025,Standard,08-02-2025,active,TRUE
T78464185860,15131,7.99,11-02-2025,Standard,13-03-2025,active,TRUE
T74658918289,15131,7.99,15-03-2025,Standard,14-04-2025,active,TRUE
T55509786831,15132,12.99,07-11-2024,Premium,06-01-2025,active,TRUE
T90155106795,15132,12.99,08-01-2025,Premium,09-03-2025,active,TRUE
T74158554153,15132,7.99,11-03-2025,Standard,10-04-2025,active,TRUE
T79022527739,15133,7.99,08-11-2024,Standard,08-12-2024,active,TRUE
T93116445359,15133,7.99,11-12-2024,Standard,10-01-2025,active,TRUE
T93915100793,15133,12.99,12-01-2025,Premium,13-03-2025,active,TRUE
T50668210116,15134,4.99,08-11-2024,Student Plan,08-12-2024,active,TRUE
T83354573042,15134,4.99,11-12-2024,Student Plan,10-01-2025,active,TRUE
T87949500205,15134,4.99,15-01-2025,Student Plan,14-02-2025,churned,FALSE
T78633706805,15135,4.99,08-11-2024,Student Plan,08-12-2024,churned,FALSE
T75165996793,15136,4.99,08-11-2024,Student Plan,08-12-2024,active,TRUE
T88921292378,15136,4.99,09-12-2024,Student Plan,08-01-2025,active,TRUE
T80421093650,15136,4.99,11-01-2025,Student Plan,10-02-2025,active,TRUE
T72200501960,15136,7.99,13-02-2025,Standard,15-03-2025,active,TRUE
T82983473580,15137,4.99,08-11-2024,Student Plan,08-12-2024,active,TRUE
T66613778493,15137,4.99,12-12-2024,Student Plan,11-01-2025,churned,FALSE
T64600863421,15138,4.99,08-11-2024,Student Plan,08-12-2024,churned,FALSE
T61582700895,15139,4.99,08-11-2024,Student Plan,08-12-2024,active,TRUE
T67120828361,15139,4.99,10-12-2024,Student Plan,09-01-2025,active,TRUE
T79959355742,15139,7.99,14-01-2025,Standard,13-02-2025,active,TRUE
T72427847716,15139,7.99,15-02-2025,Standard,17-03-2025,active,TRUE
T56062491500,15140,7.99,08-11-2024,Standard,08-12-2024,active,TRUE
T70743148172,15140,7.99,12-12-2024,Standard,11-01-2025,churned,FALSE
T94915682981,15141,7.99,08-11-2024,Standard,08-12-2024,active,TRUE
T50641517931,15141,7.99,11-12-2024,Standard,10-01-2025,churned,FALSE
T99126357923,15142,7.99,08-11-2024,Standard,08-12-2024,active,TRUE
T61085319192,15142,7.99,09-12-2024,Standard,08-01-2025,churned,FALSE
T50991740922,15143,12.99,08-11-2024,Premium,07-01-2025,active,TRUE
T69295055679,15143,12.99,10-01-2025,Premium,11-03-2025,active,TRUE
T75186572688,15143,7.99,12-03-2025,Standard,11-04-2025,active,TRUE
T68480525005,15144,12.99,08-11-2024,Premium,07-01-2025,active,TRUE
T73819966736,15144,7.99,09-01-2025,Standard,08-02-2025,active,TRUE
T84379420147,15144,7.99,11-02-2025,Standard,13-03-2025,churned,FALSE
T84143743711,15145,4.99,08-11-2024,Student Plan,08-12-2024,active,TRUE
T74007072783,15145,4.99,12-12-2024,Student Plan,11-01-2025,churned,FALSE
T80099640804,15146,7.99,08-11-2024,Standard,08-12-2024,churned,FALSE
T65951541313,15147,12.99,08-11-2024,Premium,07-01-2025,active,TRUE
T69800555311,15147,12.99,08-01-2025,Premium,09-03-2025,active,TRUE
T77464138356,15147,12.99,13-03-2025,Premium,12-05-2025,active,TRUE
T76962924347,15148,4.99,09-11-2024,Student Plan,09-12-2024,churned,FALSE
T82963769719,15149,4.99,09-11-2024,Student Plan,09-12-2024,active,TRUE
T93210199267,15149,4.99,14-12-2024,Student Plan,13-01-2025,churned,FALSE
T61514609970,15150,4.99,09-11-2024,Student Plan,09-12-2024,active,TRUE
T87452172923,15150,7.99,10-12-2024,Standard,09-01-2025,churned,FALSE
T92060220167,15151,12.99,09-11-2024,Premium,08-01-2025,active,TRUE
T81785601533,15151,12.99,10-01-2025,Premium,11-03-2025,active,TRUE
T90586860397,15151,12.99,12-03-2025,Premium,11-05-2025,active,TRUE
T69946641268,15152,7.99,09-11-2024,Standard,09-12-2024,active,TRUE
T77112127287,15152,7.99,10-12-2024,Standard,09-01-2025,active,TRUE
T71989459961,15152,7.99,14-01-2025,Standard,13-02-2025,churned,FALSE
T92703762093,15153,4.99,09-11-2024,Student Plan,09-12-2024,active,TRUE
T79003328714,15153,4.99,14-12-2024,Student Plan,13-01-2025,active,TRUE
T86899084481,15153,4.99,16-01-2025,Student Plan,15-02-2025,active,TRUE
T91758243443,15153,4.99,20-02-2025,Student Plan,22-03-2025,churned,FALSE
T83515911497,15154,7.99,09-11-2024,Standard,09-12-2024,active,TRUE
T82305885213,15154,7.99,13-12-2024,Standard,12-01-2025,active,TRUE
T62560471804,15154,7.99,14-01-2025,Standard,13-02-2025,churned,FALSE
T71735712542,15155,4.99,09-11-2024,Student Plan,09-12-2024,active,TRUE
T74525747343,15155,7.99,13-12-2024,Standard,12-01-2025,active,TRUE
T80927659376,15155,7.99,17-01-2025,Standard,16-02-2025,active,TRUE
T67809756809,15155,7.99,20-02-2025,Standard,22-03-2025,churned,FALSE
T99882505706,15156,12.99,09-11-2024,Premium,08-01-2025,active,TRUE
T52488524648,15156,12.99,12-01-2025,Premium,13-03-2025,active,TRUE
T98335918162,15156,12.99,14-03-2025,Premium,13-05-2025,active,TRUE
T68723687860,15157,12.99,09-11-2024,Premium,08-01-2025,active,TRUE
T79384767560,15157,12.99,10-01-2025,Premium,11-03-2025,active,TRUE
T59342782579,15158,7.99,09-11-2024,Standard,09-12-2024,active,TRUE
T64948988115,15158,7.99,12-12-2024,Standard,11-01-2025,active,TRUE
T94200804056,15158,7.99,16-01-2025,Standard,15-02-2025,active,TRUE
T53742778632,15158,7.99,17-02-2025,Standard,19-03-2025,active,TRUE
T50498686872,15159,4.99,09-11-2024,Student Plan,09-12-2024,active,TRUE
T95415598113,15159,7.99,13-12-2024,Standard,12-01-2025,churned,FALSE
T75027437769,15160,4.99,09-11-2024,Student Plan,09-12-2024,active,TRUE
T69488463658,15160,4.99,14-12-2024,Student Plan,13-01-2025,active,TRUE
T58711244618,15160,4.99,14-01-2025,Student Plan,13-02-2025,active,TRUE
T81013564809,15160,4.99,16-02-2025,Student Plan,18-03-2025,active,TRUE
T89908922198,15161,4.99,09-11-2024,Student Plan,09-12-2024,churned,FALSE
T53800129001,15162,12.99,09-11-2024,Premium,08-01-2025,active,TRUE
T73976866849,15162,12.99,11-01-2025,Premium,12-03-2025,active,TRUE
T92148165216,15162,12.99,14-03-2025,Premium,13-05-2025,active,TRUE
T50080206546,15163,12.99,09-11-2024,Premium,08-01-2025,active,TRUE
T61189849043,15163,12.99,10-01-2025,Premium,11-03-2025,active,TRUE
T66062575103,15163,12.99,14-03-2025,Premium,13-05-2025,churned,FALSE
T63383212373,15164,7.99,09-11-2024,Standard,09-12-2024,churned,FALSE
T91985908637,15165,7.99,09-11-2024,Standard,09-12-2024,active,TRUE
T80028999377,15165,7.99,11-12-2024,Standard,10-01-2025,churned,FALSE
T63497947774,15166,7.99,09-11-2024,Standard,09-12-2024,active,TRUE
T65677589166,15166,7.99,12-12-2024,Standard,11-01-2025,active,TRUE
T58041497675,15166,7.99,16-01-2025,Standard,15-02-2025,active,TRUE
T59001515867,15166,7.99,20-02-2025,Standard,22-03-2025,active,TRUE
T57363634041,15167,12.99,09-11-2024,Premium,08-01-2025,churned,FALSE
T55044222600,15168,12.99,09-11-2024,Premium,08-01-2025,churned,FALSE
T56540288281,15169,12.99,09-11-2024,Premium,08-01-2025,active,TRUE
T82159389573,15169,12.99,11-01-2025,Premium,12-03-2025,active,TRUE
T59683569656,15169,12.99,14-03-2025,Premium,13-05-2025,active,TRUE
T71461030353,15170,12.99,09-11-2024,Premium,08-01-2025,active,TRUE
T59379756176,15170,12.99,09-01-2025,Premium,10-03-2025,active,TRUE
T53915488825,15170,12.99,11-03-2025,Premium,10-05-2025,active,TRUE
T74258618440,15171,4.99,09-11-2024,Student Plan,09-12-2024,active,TRUE
T87464574405,15171,4.99,11-12-2024,Student Plan,10-01-2025,active,TRUE
T75671019769,15171,4.99,13-01-2025,Student Plan,12-02-2025,active,TRUE
T53543110899,15171,4.99,13-02-2025,Student Plan,15-03-2025,active,TRUE
T81556227280,15172,4.99,09-11-2024,Student Plan,09-12-2024,active,TRUE
T92589299907,15172,4.99,12-12-2024,Student Plan,11-01-2025,churned,FALSE
T96865363031,15173,4.99,09-11-2024,Student Plan,09-12-2024,churned,FALSE
T72556147654,15174,4.99,09-11-2024,Student Plan,09-12-2024,active,TRUE
T57730873545,15174,4.99,12-12-2024,Student Plan,11-01-2025,active,TRUE
T82770988815,15174,4.99,15-01-2025,Student Plan,14-02-2025,active,TRUE
T67126821494,15174,4.99,15-02-2025,Student Plan,17-03-2025,active,TRUE
T85983517461,15175,12.99,10-11-2024,Premium,09-01-2025,active,TRUE
T99542434805,15175,12.99,12-01-2025,Premium,13-03-2025,active,TRUE
T92754749595,15175,12.99,15-03-2025,Premium,14-05-2025,active,TRUE
T64461674069,15176,7.99,10-11-2024,Standard,10-12-2024,active,TRUE
T53396194365,15176,7.99,15-12-2024,Standard,14-01-2025,active,TRUE
T57683082194,15176,7.99,17-01-2025,Standard,16-02-2025,active,TRUE
T93162152839,15176,7.99,18-02-2025,Standard,20-03-2025,churned,FALSE
T88504411254,15177,4.99,10-11-2024,Student Plan,10-12-2024,active,TRUE
T60303775069,15177,7.99,13-12-2024,Standard,12-01-2025,active,TRUE
T57802600920,15177,7.99,13-01-2025,Standard,12-02-2025,active,TRUE
T94264772902,15177,7.99,17-02-2025,Standard,19-03-2025,active,TRUE
T70565091046,15178,7.99,10-11-2024,Standard,10-12-2024,active,TRUE
T95072894048,15178,7.99,12-12-2024,Standard,11-01-2025,active,TRUE
T71275464953,15178,7.99,15-01-2025,Standard,14-02-2025,active,TRUE
T53177501909,15178,7.99,17-02-2025,Standard,19-03-2025,active,TRUE
T98955303026,15179,4.99,10-11-2024,Student Plan,10-12-2024,active,TRUE
T90606489132,15179,4.99,14-12-2024,Student Plan,13-01-2025,active,TRUE
T75568218010,15179,12.99,15-01-2025,Premium,16-03-2025,active,TRUE
T92175149653,15180,4.99,10-11-2024,Student Plan,10-12-2024,active,TRUE
T79656052257,15180,4.99,15-12-2024,Student Plan,14-01-2025,churned,FALSE
T95444451387,15181,12.99,10-11-2024,Premium,09-01-2025,active,TRUE
T80821836582,15181,12.99,13-01-2025,Premium,14-03-2025,active,TRUE
T97604447514,15182,7.99,10-11-2024,Standard,10-12-2024,active,TRUE
T75661360061,15182,4.99,13-12-2024,Student Plan,12-01-2025,active,TRUE
T98245686965,15182,4.99,14-01-2025,Student Plan,13-02-2025,churned,FALSE
T60792748916,15183,4.99,10-11-2024,Student Plan,10-12-2024,churned,FALSE
T86109010619,15184,4.99,10-11-2024,Student Plan,10-12-2024,active,TRUE
T70146181568,15184,12.99,12-12-2024,Premium,10-02-2025,active,TRUE
T93291227248,15184,12.99,12-02-2025,Premium,13-04-2025,active,TRUE
T94977031022,15185,4.99,10-11-2024,Student Plan,10-12-2024,active,TRUE
T62738334823,15185,4.99,15-12-2024,Student Plan,14-01-2025,churned,FALSE
T60514584160,15186,4.99,10-11-2024,Student Plan,10-12-2024,churned,FALSE
T96488947095,15187,12.99,10-11-2024,Premium,09-01-2025,active,TRUE
T59260772247,15187,12.99,11-01-2025,Premium,12-03-2025,active,TRUE
T53065971325,15187,12.99,15-03-2025,Premium,14-05-2025,active,TRUE
T78472204678,15188,12.99,10-11-2024,Premium,09-01-2025,active,TRUE
T84608028126,15188,12.99,10-01-2025,Premium,11-03-2025,active,TRUE
T95801278110,15188,12.99,13-03-2025,Premium,12-05-2025,churned,FALSE
T86233939314,15189,12.99,10-11-2024,Premium,09-01-2025,churned,FALSE
T88358370984,15190,12.99,10-11-2024,Premium,09-01-2025,active,TRUE
T81305611039,15190,12.99,11-01-2025,Premium,12-03-2025,active,TRUE
T82875464052,15190,12.99,15-03-2025,Premium,14-05-2025,active,TRUE
T63336546824,15191,4.99,10-11-2024,Student Plan,10-12-2024,active,TRUE
T76793283161,15191,7.99,14-12-2024,Standard,13-01-2025,active,TRUE
T74158693950,15191,7.99,17-01-2025,Standard,16-02-2025,active,TRUE
T81926438776,15191,7.99,19-02-2025,Standard,21-03-2025,churned,FALSE
T85836203185,15192,4.99,10-11-2024,Student Plan,10-12-2024,active,TRUE
T88205944689,15192,7.99,12-12-2024,Standard,11-01-2025,active,TRUE
T62009662120,15192,7.99,14-01-2025,Standard,13-02-2025,active,TRUE
T55066720629,15192,7.99,18-02-2025,Standard,20-03-2025,active,TRUE
T94289984846,15193,4.99,11-11-2024,Student Plan,11-12-2024,active,TRUE
T75001328730,15193,4.99,16-12-2024,Student Plan,15-01-2025,active,TRUE
T69394705696,15193,4.99,17-01-2025,Student Plan,16-02-2025,churned,FALSE
T67163042653,15194,12.99,11-11-2024,Premium,10-01-2025,active,TRUE
T79415234116,15194,12.99,14-01-2025,Premium,15-03-2025,active,TRUE
T65563996975,15195,7.99,11-11-2024,Standard,11-12-2024,active,TRUE
T66843246354,15195,7.99,16-12-2024,Standard,15-01-2025,active,TRUE
T97889668705,15195,12.99,20-01-2025,Premium,21-03-2025,active,TRUE
T61424012418,15196,4.99,11-11-2024,Student Plan,11-12-2024,churned,FALSE
T68199297370,15197,4.99,11-11-2024,Student Plan,11-12-2024,active,TRUE
T50418350283,15197,4.99,15-12-2024,Student Plan,14-01-2025,active,TRUE
T90066800416,15197,4.99,18-01-2025,Student Plan,17-02-2025,active,TRUE
T62160474723,15197,4.99,19-02-2025,Student Plan,21-03-2025,active,TRUE
T54743211527,15198,7.99,11-11-2024,Standard,11-12-2024,active,TRUE
T60557815392,15198,7.99,14-12-2024,Standard,13-01-2025,active,TRUE
T66926714156,15198,7.99,16-01-2025,Standard,15-02-2025,active,TRUE
T91193722918,15198,12.99,16-02-2025,Premium,17-04-2025,churned,FALSE
T96514954456,15199,7.99,11-11-2024,Standard,11-12-2024,active,TRUE
T73552434954,15199,7.99,16-12-2024,Standard,15-01-2025,active,TRUE
T73301762401,15199,7.99,19-01-2025,Standard,18-02-2025,churned,FALSE
T53751774939,15200,12.99,11-11-2024,Premium,10-01-2025,active,TRUE
T69866554482,15200,12.99,15-01-2025,Premium,16-03-2025,active,TRUE
T92398345353,15201,4.99,11-11-2024,Student Plan,11-12-2024,active,TRUE
T91815908068,15201,4.99,16-12-2024,Student Plan,15-01-2025,churned,FALSE
T89307407620,15202,4.99,11-11-2024,Student Plan,11-12-2024,active,TRUE
T63695186339,15202,12.99,15-12-2024,Premium,13-02-2025,active,TRUE
T65324169415,15202,12.99,17-02-2025,Premium,18-04-2025,churned,FALSE
T54853374637,15203,7.99,11-11-2024,Standard,11-12-2024,active,TRUE
T63302644891,15203,12.99,16-12-2024,Premium,14-02-2025,active,TRUE
T90126344820,15203,12.99,17-02-2025,Premium,18-04-2025,active,TRUE
T78381701173,15204,12.99,12-11-2024,Premium,11-01-2025,active,TRUE
T99200094143,15204,7.99,15-01-2025,Standard,14-02-2025,active,TRUE
T60843973800,15204,7.99,16-02-2025,Standard,18-03-2025,churned,FALSE
T73842529020,15205,7.99,12-11-2024,Standard,12-12-2024,active,TRUE
T62938540067,15205,7.99,17-12-2024,Standard,16-01-2025,active,TRUE
T85166278075,15205,7.99,20-01-2025,Standard,19-02-2025,churned,FALSE
T81430868277,15206,7.99,12-11-2024,Standard,12-12-2024,active,TRUE
T67206397312,15206,7.99,15-12-2024,Standard,14-01-2025,active,TRUE
T52588978566,15206,7.99,19-01-2025,Standard,18-02-2025,active,TRUE
T55115074070,15206,7.99,21-02-2025,Standard,23-03-2025,churned,FALSE
T74866877750,15207,7.99,12-11-2024,Standard,12-12-2024,active,TRUE
T62994720554,15207,7.99,14-12-2024,Standard,13-01-2025,active,TRUE
T73985315064,15207,7.99,15-01-2025,Standard,14-02-2025,active,TRUE
T72171345918,15207,7.99,19-02-2025,Standard,21-03-2025,active,TRUE
T59821725715,15208,12.99,12-11-2024,Premium,11-01-2025,active,TRUE
T57445709529,15208,12.99,16-01-2025,Premium,17-03-2025,churned,FALSE
T85038241108,15209,4.99,12-11-2024,Student Plan,12-12-2024,active,TRUE
T88626033599,15209,12.99,13-12-2024,Premium,11-02-2025,active,TRUE
T50404107626,15209,-5.99,16-02-2025,Premium,17-04-2025,active,TRUE
T71307302693,15210,7.99,12-11-2024,Standard,12-12-2024,active,TRUE
T75212969687,15210,7.99,17-12-2024,Standard,16-01-2025,active,TRUE
T62596193168,15210,7.99,21-01-2025,Standard,20-02-2025,active,TRUE
T62185355555,15210,7.99,23-02-2025,Standard,25-03-2025,churned,FALSE
T58048808543,15211,7.99,12-11-2024,Standard,12-12-2024,active,TRUE
T54161864512,15211,7.99,13-12-2024,Standard,12-01-2025,churned,FALSE
T88204075049,15212,4.99,12-11-2024,Student Plan,12-12-2024,active,TRUE
T51714339405,15212,4.99,17-12-2024,Student Plan,16-01-2025,churned,FALSE
T64592025973,15213,12.99,12-11-2024,Premium,11-01-2025,churned,FALSE
T96089254880,15214,7.99,12-11-2024,Standard,12-12-2024,active,TRUE
T56078028080,15214,7.99,17-12-2024,Standard,16-01-2025,churned,FALSE
T74828199326,15215,4.99,12-11-2024,Student Plan,12-12-2024,churned,FALSE
T88085307533,15216,12.99,12-11-2024,Premium,11-01-2025,active,TRUE
T50922222878,15216,-5.99,12-01-2025,Premium,13-03-2025,churned,FALSE
T79630561854,15217,4.99,12-11-2024,Student Plan,12-12-2024,active,TRUE
T87337203328,15217,4.99,14-12-2024,Student Plan,13-01-2025,active,TRUE
T61978507450,15217,4.99,18-01-2025,Student Plan,17-02-2025,active,TRUE
T79764913059,15217,3.141689,21-02-2025,Student Plan,23-03-2025,active,TRUE
T50712425122,15218,12.99,12-11-2024,Premium,11-01-2025,active,TRUE
T91413910518,15218,12.99,13-01-2025,Premium,14-03-2025,active,TRUE
T62736237924,15219,7.99,12-11-2024,Standard,12-12-2024,churned,FALSE
T52373362485,15220,7.99,13-11-2024,Standard,13-12-2024,churned,FALSE
T56924229587,15221,4.99,13-11-2024,Student Plan,13-12-2024,active,TRUE
T50869533358,15221,7.99,18-12-2024,Standard,17-01-2025,churned,FALSE
T61538392069,15222,4.99,13-11-2024,Student Plan,13-12-2024,churned,FALSE
T95393142883,15223,4.99,13-11-2024,Student Plan,13-12-2024,active,TRUE
T85713948930,15223,4.99,18-12-2024,Student Plan,17-01-2025,active,TRUE
T70771458901,15223,4.99,22-01-2025,Student Plan,21-02-2025,churned,FALSE
T78848276758,15224,7.99,13-11-2024,Standard,13-12-2024,active,TRUE
T90640776209,15224,12.99,14-12-2024,Premium,12-02-2025,active,TRUE
T62344794811,15224,12.99,17-02-2025,Premium,18-04-2025,active,TRUE
T64484057913,15225,12.99,13-11-2024,Premium,12-01-2025,churned,FALSE
T76775308462,15226,4.99,13-11-2024,Student Plan,13-12-2024,active,TRUE
T85225927282,15226,4.99,17-12-2024,Student Plan,16-01-2025,churned,FALSE
T50645802943,15227,7.99,13-11-2024,Standard,13-12-2024,active,TRUE
T76663470543,15227,7.99,15-12-2024,Standard,14-01-2025,active,TRUE
T97617025860,15227,12.99,19-01-2025,Premium,20-03-2025,active,TRUE
T68224541174,15228,4.99,13-11-2024,Student Plan,13-12-2024,active,TRUE
T86163094263,15228,4.99,17-12-2024,Student Plan,16-01-2025,active,TRUE
T68409505994,15228,4.99,18-01-2025,Student Plan,17-02-2025,active,TRUE
T96483974488,15228,12.99,18-02-2025,Premium,19-04-2025,active,TRUE
T51149649727,15229,4.99,13-11-2024,Student Plan,13-12-2024,active,TRUE
T99973615491,15229,4.99,16-12-2024,Student Plan,15-01-2025,active,TRUE
T84162521069,15229,4.99,17-01-2025,Student Plan,16-02-2025,active,TRUE
T76278923112,15229,4.99,21-02-2025,Student Plan,23-03-2025,active,TRUE
T80712943054,15230,7.99,13-11-2024,Standard,13-12-2024,churned,FALSE
T91935523951,15231,7.99,13-11-2024,Standard,13-12-2024,active,TRUE
T93543569229,15231,12.99,16-12-2024,Premium,14-02-2025,active,TRUE
T94115638114,15231,12.99,19-02-2025,Premium,20-04-2025,active,TRUE
T89496332607,15232,7.99,14-11-2024,Standard,14-12-2024,active,TRUE
T87443299330,15232,7.99,15-12-2024,Standard,14-01-2025,active,TRUE
T65600795812,15232,12.99,18-01-2025,Premium,19-03-2025,active,TRUE
T67809905930,15233,7.99,14-11-2024,Standard,14-12-2024,active,TRUE
T58815078911,15233,7.99,15-12-2024,Standard,14-01-2025,active,TRUE
T50113825916,15233,7.99,16-01-2025,Standard,15-02-2025,active,TRUE
T94694523075,15233,7.99,18-02-2025,Standard,20-03-2025,churned,FALSE
T63890009981,15234,4.99,14-11-2024,Student Plan,14-12-2024,active,TRUE
T66897173124,15234,4.99,18-12-2024,Student Plan,17-01-2025,churned,FALSE
T98162041906,15235,12.99,14-11-2024,Premium,13-01-2025,active,TRUE
